ind_income,genQ,te,tr,QMR,CAP,MA,vd,vma,O,P,alfa,epsilon,ft,ec,r_cc,r_tp,area,goalQ,temination,OF_value,income,income_vma,income_vd,cost_infraest,cost_transport,cost_acquis,cost_transf,y,z,x,R,Rmax,Rmin,Q_coll,Q_transf,goal_ratio,%income_vd,%income_vma,std_profit,maxmin_profit
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,-26151.7,391191.1,226875.0,164316.1,200000.0,107350.0,49492.8,60500.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.45063481675392664), ((2, 3, 2), 0.34125)]","{1: 0.41533162834463283, 2: 0.5, 3: 0.0, 4: 0.0}",0.5,0.0,0.7918848167539266,0.605,1.0,42.0,58.0,-0.906398386479957,0.14851356702903576
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,56006.4,473349.1,226875.0,246474.1,200000.0,107350.0,49492.8,60500.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.27563481675392665), ((2, 3, 2), 0.34125), ((3, 3, 2), 0.105), ((4, 3, 2), 0.06999999999999999)]","{1: 0.2540413057639877, 2: 0.5, 3: 0.5, 4: 0.5}",0.5,0.254,0.7918848167539266,0.605,1.0,52.1,47.9,-0.6652323680428329,0.19902719664821775
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-209300.7,432784.8,363000.0,69784.8,280000.0,214700.0,98985.6,48400.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,16.1,83.9,-1.4440120254363207,0.03590725369993533
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-139515.9,502569.7,363000.0,139569.7,280000.0,214700.0,98985.6,48400.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,27.8,72.2,-1.2391664610497173,0.07881335231040336
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-69731.0,572354.5,363000.0,209354.5,280000.0,214700.0,98985.6,48400.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,36.6,63.4,-1.0343206031241705,0.12171951240431564
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-200225.7,478159.8,408375.0,69784.8,280000.0,214700.0,98985.6,84700.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,14.6,85.4,-1.4173733663471146,0.04148687626659739
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-130440.9,547944.7,408375.0,139569.7,280000.0,214700.0,98985.6,84700.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,25.5,74.5,-1.212527801960511,0.0843929748770654
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-60656.0,617729.5,408375.0,209354.5,280000.0,214700.0,98985.6,84700.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,33.9,66.1,-1.0076819440349645,0.12729913497097767
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-191150.7,523534.8,453750.0,69784.8,280000.0,214700.0,98985.6,121000.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,13.3,86.7,-1.3907347072579086,0.04706649883325942
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-121365.9,593319.7,453750.0,139569.7,280000.0,214700.0,98985.6,121000.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,23.5,76.5,-1.185889142871305,0.08997259744372745
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,-51581.0,663104.5,453750.0,209354.5,280000.0,214700.0,98985.6,121000.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,31.6,68.4,-0.9810432849457583,0.13287875753763972
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.25,250000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
